well_id,date,water_invasion_rate
W0001,2033-06-30,17.8105428249714
W0001,2033-07-01,18.00363091449023
W0001,2033-07-02,18.19631045491816
W0001,2033-07-03,18.3885791730473
W0001,2033-07-04,18.58043479566972
W0001,2033-07-05,18.77187504957754
W0001,2033-07-06,18.96289766156285
W0001,2033-07-07,19.15350035841774
W0001,2033-07-08,19.34368086693432
W0001,2033-07-09,19.53343691390467
W0001,2033-07-10,19.72276622612089
W0001,2033-07-11,19.91166653037508
W0001,2033-07-12,20.10013555345934
W0001,2033-07-13,20.28817102216576
W0001,2033-07-14,20.47577066328643
W0001,2033-07-15,20.66293220361346
W0001,2033-07-16,20.84965336993893
W0001,2033-07-17,21.03593188905496
W0001,2033-07-18,21.22176548775362
W0001,2033-07-19,21.40715189282702
W0001,2033-07-20,21.59208883106726
W0001,2033-07-21,21.77657402926642
W0001,2033-07-22,21.96060521421662
W0001,2033-07-23,22.14418011270993
W0001,2033-07-24,22.32729645153847
W0001,2033-07-25,22.50995195749431
W0001,2033-07-26,22.69214435736957
W0001,2033-07-27,22.87387137795633
W0001,2033-07-28,23.0551307460467
W0001,2033-07-29,23.23592018843277
W0001,2033-07-30,23.41623743190663
W0001,2033-07-31,23.59608020326038
W0001,2033-08-01,23.77544622928612
W0001,2033-08-02,23.95433323677594
W0001,2033-08-03,24.13273895252195
W0001,2033-08-04,24.31066110331623
W0001,2033-08-05,24.48809741595088
W0001,2033-08-06,24.665045617218
W0001,2033-08-07,24.84150343390969
W0001,2033-08-08,25.01746859281803
W0001,2033-08-09,25.19293882073513
W0001,2033-08-10,25.36791184445309
W0001,2033-08-11,25.54238539076399
W0001,2033-08-12,25.71635718645993
W0001,2033-08-13,25.88982495833302
W0001,2033-08-14,26.06278643317534
W0001,2033-08-15,26.235239337779
W0001,2033-08-16,26.40718139893609
W0001,2033-08-17,26.5786103434387
W0001,2033-08-18,26.74952389807893
W0001,2033-08-19,26.91991978964889
W0001,2033-08-20,27.08979574494065
W0001,2033-08-21,27.25914949074633
W0001,2033-08-22,27.42797875385801
W0001,2033-08-23,27.59628126106779
W0001,2033-08-24,27.76405473916778
W0001,2033-08-25,27.93129691495005
W0001,2033-08-26,28.09800551520672
W0001,2033-08-27,28.26417826672987
W0001,2033-08-28,28.42981289631161
W0001,2033-08-29,28.59490713074403
W0001,2033-08-30,28.75945869681922
W0001,2033-08-31,28.92346532132929
W0001,2033-09-01,29.08692473106632
W0001,2033-09-02,29.24983465282241
W0001,2033-09-03,29.41219281338966
W0001,2033-09-04,29.57399693956017
W0001,2033-09-05,29.73524475812603
W0001,2033-09-06,29.89593399587934
W0001,2033-09-07,30.0560623796122
W0001,2033-09-08,30.21562763611669
W0001,2033-09-09,30.37462749218492
W0001,2033-09-10,30.53305967460898
W0001,2033-09-11,30.69092191018097
W0001,2033-09-12,30.84821192569299
W0001,2033-09-13,31.00492744793712
W0001,2033-09-14,31.16106620370548
W0001,2033-09-15,31.31662591979015
W0001,2033-09-16,31.47160432298322
W0001,2033-09-17,31.6259991400768
W0001,2033-09-18,31.77980809786299
W0001,2033-09-19,31.93302892313387
W0001,2033-09-20,32.08565934268154
W0001,2033-09-21,32.23769708329811
W0001,2033-09-22,32.38913987177565
W0001,2033-09-23,32.53998543490629
W0001,2033-09-24,32.6902314994821
W0001,2033-09-25,32.83987579229518
W0001,2033-09-26,32.98891604013765
W0001,2033-09-27,33.13734996980156
W0001,2033-09-28,33.28517530807905
W0001,2033-09-29,33.4323897817622
W0001,2033-09-30,33.5789911176431
W0001,2033-10-01,33.72511646593196
W0001,2033-10-02,33.87090297683896
W0001,2033-10-03,34.01634837715623
W0001,2033-10-04,34.16145039367584
W0001,2033-10-05,34.30620675318989
W0001,2033-10-06,34.45061518249049
W0001,2033-10-07,34.59467340836972
W0001,2033-10-08,34.73837915761968
W0001,2033-10-09,34.88173015703248
W0001,2033-10-10,35.0247241334002
W0001,2033-10-11,35.16735881351494
W0001,2033-10-12,35.30963192416879
W0001,2033-10-13,35.45154119215385
W0001,2033-10-14,35.59308434426223
W0001,2033-10-15,35.73425910728601
W0001,2033-10-16,35.87506320801729
W0001,2033-10-17,36.01549437324818
W0001,2033-10-18,36.15555032977075
W0001,2033-10-19,36.29522880437712
W0001,2033-10-20,36.43452752385937
W0001,2033-10-21,36.57344421500961
W0001,2033-10-22,36.71197660461992
W0001,2033-10-23,36.8501224194824
W0001,2033-10-24,36.98787938638915
W0001,2033-10-25,37.12524523213228
W0001,2033-10-26,37.26221768350387
W0001,2033-10-27,37.39879446729601
W0001,2033-10-28,37.53497331030081
W0001,2033-10-29,37.67075193931036
W0001,2033-10-30,37.80612808111676
W0001,2033-10-31,37.94109946251211
W0001,2033-11-01,38.07566381028848
W0001,2033-11-02,38.209818851238
W0001,2033-11-03,38.34356231215275
W0001,2033-11-04,38.47689191982482
W0001,2033-11-05,38.60980540104632
W0001,2033-11-06,38.74230048260934
W0001,2033-11-07,38.87437489130598
W0001,2033-11-08,39.00602635392833
W0001,2033-11-09,39.13725259726849
W0001,2033-11-10,39.26805134811855
W0001,2033-11-11,39.39842033327061
W0001,2033-11-12,39.52835727951677
W0001,2033-11-13,39.65785991364913
W0001,2033-11-14,39.78692596245977
W0001,2033-11-15,39.9155531527408
W0001,2033-11-16,40.04373921128431
W0001,2033-11-17,40.17148186488239
W0001,2033-11-18,40.29877884032715
W0001,2033-11-19,40.42562786441068
W0001,2033-11-20,40.55202666392508
W0001,2033-11-21,40.67797296566243
W0001,2033-11-22,40.80346449641485
W0001,2033-11-23,40.92849898297442
W0001,2033-11-24,41.05307415213324
W0001,2033-11-25,41.17718773068341
W0001,2033-11-26,41.30083744541702
W0001,2033-11-27,41.42402102312617
W0001,2033-11-28,41.54673619060295
W0001,2033-11-29,41.66898067463947
W0001,2033-11-30,41.79075220202782
W0001,2033-12-01,41.91204849956008
W0001,2033-12-02,42.03286729402836
W0001,2033-12-03,42.15320631222476
W0001,2033-12-04,42.27306328094138
W0001,2033-12-05,42.39243592697029
W0001,2033-12-06,42.51132197710362
W0001,2033-12-07,42.62971915813345
W0001,2033-12-08,42.74762519685187
W0001,2033-12-09,42.86503782005098
W0001,2033-12-10,42.98195475452288
W0001,2033-12-11,43.09837372705967
W0001,2033-12-12,43.21429246445344
W0001,2033-12-13,43.32970869349629
W0001,2033-12-14,43.44462014098029
W0001,2033-12-15,43.55902453369759
W0001,2033-12-16,43.67291959844023
W0001,2033-12-17,43.78630306200034
W0001,2033-12-18,43.89917265117002
W0001,2033-12-19,44.01152609274134
W0001,2033-12-20,44.12336111350641
W0001,2033-12-21,44.23467544025733
W0001,2033-12-22,44.34546679978619
W0001,2033-12-23,44.45573291888508
W0001,2033-12-24,44.56547152434613
W0001,2033-12-25,44.67468034296139
W0001,2033-12-26,44.78335710152298
W0001,2033-12-27,44.891499526823
W0001,2033-12-28,44.99910534565353
W0001,2033-12-29,45.10617228480668
W0001,2033-12-30,45.21269807107453
W0001,2033-12-31,45.31868043124921
W0002,2030-07-01,0.005276645133175
W0002,2030-07-02,0.008581466549882136
W0002,2030-07-03,0.01188397819007284
W0002,2030-07-04,0.01518417727182093
W0002,2030-07-05,0.01848206101320019
W0002,2030-07-06,0.02177762663228443
W0002,2030-07-07,0.02507087134714747
W0002,2030-07-08,0.0283617923758631
W0002,2030-07-09,0.03165038693650513
W0002,2030-07-10,0.03493665224714736
W0002,2030-07-11,0.0382205855258636
W0002,2030-07-12,0.04150218399072764
W0002,2030-07-13,0.04478144485981331
W0002,2030-07-14,0.04805836535119439
W0002,2030-07-15,0.05133294268294469
W0002,2030-07-16,0.05460517407313804
W0002,2030-07-17,0.05787505673984821
W0002,2030-07-18,0.06114258790114902
W0002,2030-07-19,0.06440776477511427
W0002,2030-07-20,0.06767058457981778
W0002,2030-07-21,0.07093104453333333
W0002,2030-07-22,0.07418914185373475
W0002,2030-07-23,0.07744487375909584
W0002,2030-07-24,0.08069823746749039
W0002,2030-07-25,0.08394923019699219
W0002,2030-07-26,0.08719784916567508
W0002,2030-07-27,0.09044409159161287
W0002,2030-07-28,0.09368795469287931
W0002,2030-07-29,0.09692943568754826
W0002,2030-07-30,0.1001685317936935
W0002,2030-07-31,0.1034052402293889
W0002,2030-08-01,0.1066395582127081
W0002,2030-08-02,0.109871482961725
W0002,2030-08-03,0.1131010116945135
W0002,2030-08-04,0.1163281416291473
W0002,2030-08-05,0.1195528699837002
W0002,2030-08-06,0.122775193976246
W0002,2030-08-07,0.1259951108248586
W0002,2030-08-08,0.1292126177476117
W0002,2030-08-09,0.1324277119625791
W0002,2030-08-10,0.1356403906878347
W0002,2030-08-11,0.1388506511414522
W0002,2030-08-12,0.1420584905415055
W0002,2030-08-13,0.1452639061060683
W0002,2030-08-14,0.1484668950532146
W0002,2030-08-15,0.1516674546010179
W0002,2030-08-16,0.1548655819675523
W0002,2030-08-17,0.1580612743708914
W0002,2030-08-18,0.1612545290291091
W0002,2030-08-19,0.1644453431602791
W0002,2030-08-20,0.1676337139824754
W0002,2030-08-21,0.1708196387137717
W0002,2030-08-22,0.1740031145722418
W0002,2030-08-23,0.1771841387759595
W0002,2030-08-24,0.1803627085429985
W0002,2030-08-25,0.1835388210914329
W0002,2030-08-26,0.1867124736393361
W0002,2030-08-27,0.1898836634047823
W0002,2030-08-28,0.1930523876058451
W0002,2030-08-29,0.1962186434605982
W0002,2030-08-30,0.1993824281871157
